input_usi	input_name	input_structure	input_partial_structure	input_molecule_origin	input_original_molecule_name	input_original_molecule_structure	input_microbe_ncbi	input_microbe_name	input_microbe_DNARNA	input_microbial_community	input_microbial_community_description	input_biosynthesis_mibig	input_biosynthesis_genes	input_biosynthesis_description	input_source	input_activity	input_concentration_activity	input_phenotype_associated	input_phenotype_direction	input_concentration_phenotype	input_references	input_references_link	grant_agency	grant_number	input_comment	task	user	database_id	input_confirmation	input_confirmation_description	createtime	inchikey	compound_inchikey	npatlas_url
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006373613	pyruvic acid	CC(=O)C(O)=O		Diet; Microbial metabolism of food molecules; Microbial metabolism of host-derived molecules; Host											Diet; Microbial; Host						23578631				Biomarker based on literature search for: (pork meat)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-1eb8b8a1-1173-43c2-ad93-a2709361f273	Not applicable		2025-01-30T22:24:02.187791	LCTONWCANYUPML-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006388509	Quercetin	Oc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (orange bell pepper, orange leaf, kombucha, rose, cranberry, tomato, milk Oolong, strawberry, crystal hops, salami, cacoa, napa cabbage, olive, curly leaf lettuce, honey, persian cucumber, green pepper, white wine, carrot, cloves, cabernet sauvignon, laurel, pineapple sage, vegetable/herb, fuyu persimmon, jalapeno pepper, seaweed, quince, cassis, red bell pepper, plum, nasturtium leaf, raspberry, chili pepper, berry, apple, White tea, thai pepper, cilantro, watermelon, matcha green tea, basil, Black tea, blenham apricot, herb/spice, carrot greens, IPA, Flavored Black tea, cowpea, merlot, red, red grape, pepper, grain_fermented, black bean, styrian golding hops, strawberry jam, walnut, pine nut, red guava, zuchini blossom, lemon guava, caper, rhubarb, zinfindel, cherry tomato, wonderberry, green bean, yerba mate, apricot, fruit, animal, cucumber, meat, green bell pepper, Matcha tea, asparagus, plant, quinoa, apple_cider, salt, dill, red romaine lettuce, red raspberry, pomegranate, pumpkin blossom, petit sirah, syrah, yellow squash, duck, Rooibos, white, hazelnut, Frederick passion fruit, red cherry tomato, green chili pepper, tea/infusion, sugar plum tomatoes, lizard arm, sweet potato leaf, pinot noir, Pu'er tea, blueberry, timothy grass, nasturtium flower, riesling, turkish fig, cauliflower, orange, coconut, red onion, yeast, sumac, bean, cabbage, butter leaf lettuce, barlett pear, white peach, greek basil, cashew, avocado, molasses, shishito pepper,salt, purple bean, winter onion, complex, green tomato, Oolong tea, blue cheese, adzuki bean, cherry, red wine, Green tea, green grape, grain/grass, red lentil, onion, thyme, smoked paprika, blood orange, red leaf lettuce, romaine lettuce, fleshy fruit, pear, morel, turkey outer surface, pepperonchini, strawberry guava, dill flower, forbidden rice, borage leaf, green squash, broccoli, steak, grasshopper, fig, green fennel, oregano, jicama, ice cream, chicken, pork, flower, arugula, salmon, fava bean, zucchini, tea, blackberry, soybean, port, grape, kalamata, black mission fig, betel nut, sweet potato, honey_chestnut, lettuce, bay leaf, honey_clover, rice, thai basil, octopus, heirloom lettuce, purple lettuce, white onion)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-6d0db1ff-a092-41dc-8133-e0989505e0c1	Not applicable		2025-01-31T00:17:54.731194	REFJWTPEDVJJIY-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000847904	quercetin 3-O-arabinoside	O[C@H]1CO[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@H]1O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (carrot greens, Flavored Black tea, oregano, coconut, kombucha, rose, cranberry, flower, strawberry jam, walnut, cashew, red guava, lemon guava, strawberry, crystal hops, cacoa, blackberry, purple bean, apricot, green pepper, complex, laurel, fruit, Oolong tea, plant, cherry, apple_cider, Green tea, grain/grass, red raspberry, pomegranate, thyme,Oolong tea, Black tea, fleshy fruit, tea/infusion, bay leaf, lizard arm, apple, wheat, blueberry, White tea, strawberry guava, chocolate milk, pecan)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-17e5e6ec-0334-4261-8b36-c3abaeb58f58	Not applicable		2025-01-31T00:17:58.284758	PZZRDJXEMZMZFD-IEGSVRCHSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00011430344	quercetin 3-O-galactoside	OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@H]1O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (amaranth, orange bell pepper, kale, orange leaf, kombucha, straw mushroom, rose, cranberry, tomato, chantrelle mushroom, milk Oolong, cheese, washed cheese, strawberry, crystal hops, cacoa, french green, orange thyme, sparkling water, olive, yellow cherry tomato, curly leaf lettuce, carrot, green pepper, cloves, cabernet sauvignon, laurel, pineapple sage, rosemary, vegetable/herb, fuyu persimmon, jalapeno pepper, lavender, seaweed, soda, quince, cassis, mandarin, plum, ale, juniper berry, nasturtium leaf, meyer lemon, raspberry, berry, curly parsley, apple, White tea, thai pepper, navel orange, lemon, cilantro, matcha green tea, basil, Black tea, blenham apricot, herb/spice, carrot greens, IPA, Flavored Black tea, cowpea, merlot, red, red grape, grain_fermented, lima bean, black bean, nectarine, styrian golding hops, walnut, strawberry jam, african blue basil, red guava, zuchini blossom, lemon guava, caper, rhubarb, zinfindel, beer, cherry tomato, wonderberry, purple basil, green bean, yerba mate, apricot, fruit, animal, cucumber, meat, green bell pepper, Matcha tea, asparagus, plant, salt, apple_cider, cactus, dill,artichoke, red raspberry, pomegranate, pumpkin blossom, buckwheat, duck, yellow squash, almond, Rooibos, white, silkworm, vegetable, pinto bean, green chili pepper, tea/infusion, lizard arm, sweet potato leaf, pinot noir, Pu'er tea, blueberry, beef, wheat berry, timothy grass, nasturtium flower, chicken liver, spring roll, cauliflower, white mushroom, orange, coconut, red onion, lentil, sumac, curry plant, bean, cocoa seed, beet, cabbage, barlett pear, white peach, greek basil, duck breast, cashew, marigold, avocado, shishito pepper, lime, purple bean, winter onion, complex, snapper, green tomato, Oolong tea, adzuki bean, cherry, clementine, red wine, mineola orange, Green tea, grain/grass, red lentil, green grape, romaine lettuce, thyme, smoked paprika, blood orange, red leaf lettuce, onion, artichoke, lemon cucumber, fleshy fruit, bok choy, wheat beer, sage, pear, miyaki mushroom, morel, garlic, pepperonchini, strawberry guava, forbidden rice, dill flower, brussel sprout, borage leaf, green squash, broccoli, steak, grasshopper, fig, shiitake mushroom, green fennel, oregano, jicama, ice cream, cranberry bean, flower, arugula, orange cherry tomato, salmon, fava bean, zucchini, tea, blackberry, soybean, grapefruit, hearts of palm, pea, black lentil, pork cheek, grape, pork lard, oyster mushroom, betel nut, armenian cucumber, black mung bean, sweet potato, lettuce, rice, satsuma mandarin, bay leaf, thai basil, octopus, heirloom lettuce, wheat, celery, purple lettuce, kumquat, white onion)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-8d3e8588-49f6-4844-8ab6-36f7f4766c42	Not applicable		2025-01-31T00:18:36.933748	OVSQVDMCBVZWGM-DTGCRPNFSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012412139	quercetin 3-O-glucoside	OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (amaranth, orange bell pepper, kale, orange leaf, kombucha, straw mushroom, rose, cranberry, tomato, chantrelle mushroom, milk Oolong, cheese, washed cheese, strawberry, crystal hops, cacoa, french green, napa cabbage, olive, sparkling water, curly leaf lettuce, honey, carrot, green pepper, persian cucumber, white wine, cloves, cabernet sauvignon, laurel, pineapple sage, rosemary, vegetable/herb, fuyu persimmon, jalapeno pepper, lavender, seaweed, soda, quince, cassis, red bell pepper, mandarin, plum, ale, juniper berry, nasturtium leaf, meyer lemon, raspberry, curly parsley, berry, apple, White tea, thai pepper, navel orange, lemon, cilantro, watermelon, matcha green tea, basil, Black tea, blenham apricot, herb/spice, carrot greens, IPA, Flavored Black tea, cowpea, merlot, red, red grape, pepper, grain_fermented, lima bean, black bean, nectarine, styrian golding hops, walnut, strawberry jam, african blue basil, red guava, zuchini blossom, lemon guava, caper, rhubarb, zinfindel, beer, cherry tomato, wonderberry, purple basil, green bean, yerba mate, apricot, wild rice, fruit, animal, cucumber, meat, green bell pepper, Matcha tea, asparagus, plant, quinoa, salt, apple_cider, cactus, dill,artichoke, red raspberry, red romaine lettuce, pomegranate, pumpkin blossom, buckwheat, duck, yellow squash, almond, Rooibos, white, silkworm, vegetable, petit sirah, pinto bean, green chili pepper, tea/infusion, lizard arm, sweet potato leaf, pinot noir, Pu'er tea, blueberry, beef, wheat berry, timothy grass, nasturtium flower, chicken liver, spring roll, riesling, turkish fig, cauliflower, white mushroom, orange, coconut, red onion, lentil, yeast, sumac, curry plant, bean, cocoa seed, beet, cabbage, barlett pear, white peach, greek basil, duck breast, cashew, marigold, avocado, shishito pepper, lime, purple bean, winter onion, complex, snapper, green tomato, Oolong tea, halibut, adzuki bean, cherry, clementine, red wine, mineola orange, Green tea, grain/grass, red lentil, green grape, romaine lettuce, thyme, smoked paprika, blood orange, red leaf lettuce, onion, artichoke, lemon cucumber, fleshy fruit, bok choy, wheat beer, sage, pear, miyaki mushroom, morel, garlic, turkey outer surface, pepperonchini, strawberry guava, forbidden rice, dill flower, brussel sprout, borage leaf, green squash, broccoli, steak, grasshopper, fig, shiitake mushroom, green fennel, oregano, jicama, ice cream, chicken, pork, flower, arugula, orange cherry tomato, salmon, fava bean, zucchini, tea, blackberry, soybean, grapefruit, port, hearts of palm, pea, black lentil, pork cheek, grape, pork lard, kalamata, black mission fig, oyster mushroom, betel nut, armenian cucumber, black mung bean, sweet potato, honey_chestnut, lettuce, rice, satsuma mandarin, bay leaf, honey_clover, thai basil, octopus, heirloom lettuce, wheat, celery, purple lettuce, kumquat, white onion)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-b784e15c-319f-49b2-9389-3957e8295f72	Not applicable		2025-01-31T00:18:40.606116	OVSQVDMCBVZWGM-QSOFNFLRSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005777810	quercetin 3-O-rhamnoside	C[C@@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@H](O)[C@H]1O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (carrot greens, orange bell pepper, cauliflower, Flavored Black tea, oregano, jicama, kombucha, red, pepper, chicken, sumac, rose, cranberry, flower, brut, strawberry jam, cream cheese, salmon, cashew, red guava, strawberry, shishito pepper,yellow squash, napa cabbage, soybean, apricot, honey, sugarcane, carrot, green pepper, persian cucumber, complex, laurel, fruit, cabernet sauvignon, Oolong tea, cucumber, meat, green bell pepper, jalapeno pepper, plant, apple_cider, red bell pepper, Green tea, green grape, yellow squash, hazelnut, kiwi, white, fleshy fruit, tea/infusion, green chili pepper, berry, chili pepper, apple, Pu'er tea, blueberry, morel, guada hervida, White tea, matcha green tea, Black tea, herb/spice)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-e1d8df1f-4d7d-451a-9c01-0a34d16d334b	Not applicable		2025-01-31T00:18:44.224828	OXGUCUVFOIWWQJ-HQBVPOQASA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012340516	Rebaudioside A	C[C@@]12CCC[C@](C)([C@H]1CC[C@]34CC(=C)[C@](CC[C@@H]23)(C4)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(=O)O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O		Diet											Diet						34073913				"Biomarker based on literature search for: (Hard candies and carbonated beverages, yogurt); Found in foodMASST for: (artificial sweetener, artificial sweetener)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-3dc16228-1300-4e11-8803-8fe6287a9421	Not applicable		2025-01-31T00:29:06.725335	HELXLJCILKEWJH-NCGAPWICSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005726089	Rebaudioside D	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O		Diet											Diet						34803554				Biomarker based on literature search for: (sweetner)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-f0e6d658-6788-43a3-8d97-db00d20d775f	Not applicable		2025-01-31T00:26:12.430045	RPYRMTHVSUWHSV-CUZJHZIBSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005726098	Rebaudioside M	C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O		Diet											Diet						34803554				Biomarker based on literature search for: (sweetner)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-b9e98a41-d473-4337-9e3c-9f44e8cb4567	Not applicable		2025-01-31T00:26:16.526308	GSGVXNMGMKBGQU-PHESRWQRSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005749751	Resveratrol	Oc1ccc(cc1)/C=C/c2cc(O)cc(O)c2		Diet											Diet						25593373				"Biomarker based on literature search for: ( grapes, peanuts, berries); Found in foodMASST for: (bloomy cheese, merlot, red, red grape, yeast, black olive, hemp,Frederick passion fruit, zinfindel, zucchini, olive, white wine, port, complex, cabernet sauvignon, fruit, grape, vegetable/herb, meat, green olive, rose wine, betel nut, apple_cider, red wine, green grape, butter, coffee, Frederick passion fruit, hazelnut, white, pinot noir, blenham apricot)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-3766630a-641a-4092-a9d2-847b83d36046	Not applicable		2025-01-31T00:18:47.845327	LUKBXSAWLPMMSZ-OWOJBTEDSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000426876	Retinol	CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C		Diet; Host											Diet; Host						36203952; 21914489				"Biomarker based on literature search for: (pig, bovine and sheep liver products); Found in foodMASST for: (complex, animal, fuerte avocado, green chili pepper, vegetable/herb, green olive, avocado, plant, hass avocado, yogurt_cow, beef,avocado, bean)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-3ab6c5a5-4c96-4402-b0a9-a36b8f6317e4	Not applicable		2025-01-31T00:30:17.963295	FPIPGXGPPPQFEQ-OVSJKPMPSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000425557	ribitol	OC[C@H](O)C(O)[C@H](O)CO		Diet; Host											Diet; Host						30519365				"Biomarker based on literature search for: (apple,pear); Found in foodMASST for: (cowpea, cardamom, plant,goat cheese, grain/grass)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-d4597cb0-20cb-4e40-9fc9-06807931ff7c	Not applicable		2025-01-30T22:13:05.554225	HEBKCHPVOIAQTA-NGQZWQHPSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006116646	Riboflavin	Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C		Diet; Unknown/Undefined											Diet; Microbial						30909449				"Biomarker based on literature search for: (eggs, lean meat); Found in foodMASST for: (center meat, mouse skin, mango, rye, rabbit ear, trout, kale, kombucha, gut loaded, formula, chantrelle mushroom, white fat, red meat, lizard tail, organ, cheese, washed cheese, dubliner cheese, salami, giant meal worm, orange thyme, napa cabbage, end fin, egg_salmon, persian cucumber, carrot, vanilla bean, vegetable/herb, fuyu persimmon, kohlrabi, rosemary, seaweed, soda, mouse body, ale, plum, bacon, garlic tops, horse, meal worm, berry, tough meat, lizard body, orange chard, chicken thigh, cream_cow, spleen, mouse intestines, basil, chocolate milk, middle meat, herb/spice, nutmeg, IPA, cowpea, red, meat_undetermined, eye, pepper, red meat with fat, grain_fermented, cream cheese, white meat, shoulder roast, african blue basil, red chili pepper, pine nut, provolone, egg_quail, beer, fatty light meat, gut, pink fat, green bean, Chlamydomonas reinhardtii, king oyster mushroom, seafood, fruit, brown sea vegetable, animal, pink meat, cucumber, meat, wax worm, asparagus, plant, quinoa, mouse skin and fur, salt, apple_cider, red romaine lettuce, fins, worm, pumpkin blossom, pork sausage, pitaya, duck, cricket, cream, lizard head, green onion, silkworm, chickpea, green chili pepper, vegetable, lizard arm, betel nut leaf, pinot noir, Pu'er tea, anchovy, mixed meat, beef, pecorino cheese, red chard, chicken liver, hay, vitamin, pork end cut, cauliflower, white mushroom, maitake mushroom, leek, lentil, yeast, head with eyeball, yellow/brown meat, bean, skin, beet, cabbage, head, truffle hooked, duck breast, cashew, butterfish, avocado, durum wheat semolina, heart, ricotta cheese, purple bean, bile, complex, macaroni, corn, blue cheese, halibut, potato, banana, milk_cow, eggplant, midsection dark meat, spinach, grain/grass, dark fish skin, onion, thyme, smoked paprika, squid, brown meat, lamb, fleshy fruit, beef fat, not collected, marjoram, prosciutto, mouse head, crimini mushroom, miyaki mushroom, mackerel, garlic, semolina, dark meat, brussel sprout, manchego cheese,pork end cut, broccoli, bloomy cheese, red worm, veal, grasshopper, white rice, shiitake mushroom, oregano, ice cream, fat, chicken, ham, parmesan cheese, pork, flower, dark red meat, arugula, smelt, dairy, yellow chard, salmon, pork red meat, fava bean, mouse, zucchini, night crawler, blackberry, soybean, durum wheat, yogurt_cow, turkey, churro, supplement, pea, stilton cheese, green curly baby romaine, pork cheek, grape, pork lard, oyster mushroom, black mung bean, pole bean, lacinato kale, sweet potato, mozzarella cheese, chard, gouda cheese, eyeball frame, heirloom lettuce, beef short rib, wheat, premature black fine truffle, mouse feet, milk_goat, silversides, self caught fish, octopus, egg_chicken, mushroom)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-7c32aead-a6fc-4cd2-849e-65547bb3ce5f	Not applicable		2025-01-30T23:22:14.479408	AUNGANRZJHBGPY-SCRDCRAPSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000573061	Rubusoside	C[C@@]12CCC[C@](C)([C@H]1CC[C@]34CC(=C)[C@](CC[C@@H]23)(C4)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O		Diet											Diet						32846883				Biomarker based on literature search for: (chinese swee tea )	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-e2841489-7f79-4a88-bcf8-d0a8b8e5bc1c	Not applicable		2025-01-31T00:29:14.081105	YWPVROCHNBYFTP-OSHKXICASA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004691040	Rutin	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O		Diet											Diet						35409281				"Biomarker based on literature search for: (buckwheat flour and dough); Found in foodMASST for: (amaranth, orange bell pepper, iceberg lettuce, red radish greens, egg_poultry, orange leaf, kombucha, red cabbage, straw mushroom, tilapia, black olive, cranberry, tomato, free range, milk Oolong, cheese, strawberry, crystal hops, yellow cherry tomato, sparkling water, olive, honey, carrot, green pepper, red cherry tomato, laurel, cabernet sauvignon, pineapple sage, rosemary, vegetable/herb, jalapeno pepper, lavender, tomato paste, seaweed, soda, quince, cassis, red bell pepper, mandarin, plum, juniper berry, meyer lemon, chili pepper, pachino cherry tomato, berry, raspberry, apple, White tea, navel orange, lemon, cilantro, matcha green tea, basil, Black tea, blenham apricot, herb/spice, nutmeg, carrot greens, IPA, Flavored Black tea, marchigiana beef, cowpea, red, red grape, pepper, grain_fermented, lima bean, black bean, styrian golding hops, cream cheese, chia, african blue basil, red chili pepper, rhubarb, zuchini blossom, caper, beer, cherry tomato, wonderberry, purple basil, peanut, green bean, yerba mate, mineral water, king oyster mushroom, seafood, apricot, watercress, string cheese, fruit, brown sea vegetable, animal, saurkraut, cucumber, meat, green bell pepper, Matcha tea, asparagus, plant, quinoa, bergamot, salt, apple_cider, cactus, dill,lime leaf, red raspberry, chocolate mint, pumpkin blossom, buckwheat, pitaya, yellow squash, duck, orange cherry tomato, Rooibos, almond, kiwi, plantain, pinto bean, green chili pepper, tea/infusion, sugar plum tomatoes, borage flower, chickpea, lizard arm, Pu'er tea, blueberry, wheat berry, beef, timothy grass, grape tomato, honeydew melon, tomato sauce, cicerchia, purple mangosteen, turkish fig, white mushroom, orange, coconut, lentil, yeast, sumac, mint, bean, cantelope melon, barlett pear, white peach, duck breast, filet, avocado, shishito pepper, lime, purple bean, papaya, mint mojito, cinnamon, complex, lemon balm, d anjou pear, green tomato, corn, snapper, Oolong tea, adzuki bean, bunching onion, potato, banana, cherry, eggplant, clementine, mineola orange, Green tea, grain/grass, red lentil, green grape, thyme, smoked paprika, blood orange, red leaf lettuce, fleshy fruit, tarragon, sage, maple syrup, pear, blue corn, morel, garlic, dill flower, borage leaf, medjool date, green squash, steak, fig, shiitake mushroom, oregano, fish_saltwater, dragonfruit, chicken, pork chop, ham, tuna, pork, ginger, long grain white rice, mashed potato, salmon, fava bean, turkey inner meat, sungold tomato, zucchini, tea, blackberry, soybean, yogurt_cow, galangal, turkey, grapefruit, roma tomato, grape, pork lard, kalamata, black mission fig, oyster mushroom, lime leaf, betel nut, heirloom tomato, pole bean, sweet potato, lacinato kale, rice, satsuma mandarin, bay leaf, honey_clover, thai basil, octopus, beef short rib, wheat, premature black fine truffle, marchigiana lard, kumquat, egg_chicken, mushroom)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-36832cdf-cb67-49ef-8f74-9f64c63afb14	Not applicable		2025-01-31T00:23:16.114093	IKGXIBQEEMLURG-NVPNHPEKSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012312379	S-Allylcysteine	N[C@@H](CSCC=C)C(O)=O		Diet; Unknown/Undefined			1348655; 573; 549	Lactococcus cremoris subsp. cremoris NBRC 100676; Klebsiella pneumoniae K-15; Pantoea agglomerans P-3							Diet; Microbial						35388878	https://www.sciencedirect.com/science/article/pii/S1756464623002578			"Biomarker based on literature search for: (garlic); Found in foodMASST for: (complex, red meat,garlic powder, supplement, pork, plant, mackerel, beef, peanut, grain_fermented, scallop, grain/grass, dark fish skin, black pig, cabbage, smoked paprika)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-d7355abe-f30a-4946-81a1-d311253cb1bf	Not applicable		2025-01-30T23:28:37.384855	ZFAHNWWNDFHPOH-YFKPBYRVSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000425059	S-Methylcysteine	CSC[C@H](N)C(O)=O		Diet											Diet						36318603				"Biomarker based on literature search for: (navy bean, rice bran)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-811b1efc-fb7b-4ada-9de4-8f022249da37	Not applicable		2025-01-30T23:29:21.368668	IDIDJDIHTAOVLG-VKHMYHEASA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006126844	Saccharin	O=C1N[S](=O)(=O)c2ccccc12		Diet											Diet						34073913				"Biomarker based on literature search for: (Yogurt, fish); Found in foodMASST for: (fruit, soda,grain/grass, artificial sweetener, supplement)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-a7a490f2-3e15-4c04-a03c-534e16913566	Not applicable		2025-01-30T23:21:19.886813	CVHZOJJKTDOEJC-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134687	Sakuranetin	COc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)cc3		Diet											Diet						32085443				"Biomarker based on literature search for: (rice); Found in foodMASST for: (cocoa seed, complex, salmon, honey_chestnut, rice, honey_clover, oregano, lavender, plant, orange thyme, cassis, Green tea, honey, flower, chocolate mint, cocoa seed, thyme)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-f0d61b4a-e73d-4ba8-b675-bf925c976f56	Not applicable		2025-01-31T00:24:21.239946	DJOJDHGQRNZXQQ-AWEZNQCLSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012299677	secoisolariciresinol diglucoside	COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)Cc4ccc(O)c(OC)c4)ccc1O		Diet											Diet						31130604				"Biomarker based on literature search for: (flaxseed); Found in foodMASST for: (purple carrot, medjool date, purple carrot)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-793a21b9-eff7-4dc2-94bf-ad79f67c6768	Not applicable		2025-01-31T00:25:10.257584	SBVBJPHMDABKJV-PGCJWIIOSA-N		No NPAtlas
