FEATURE_ID,NAME_USED,SYNONYMS,INCHIKEY,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
4606,Chlorphenamine maleate,"('Chlorpheniramine maleate', 'Piriton', 'Chlorphenamine maleate', 'Neorestamin', 'Synistamin')",SOYKEARSMXGVTM-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4607,Effortil,"('Etilefrine', 'Etilefrin', 'Effortil', 'Ethylphenylephrine', 'Ethyladrianol')",SQVIAVUSQAWMKL-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4608,Lyxose,"('Lyx', 'Lyxopyranose', 'Lyxopyranoside', 'Lyxose', 'Lyxopyranose (9ci)')",,,,"['FOOD', 'INDUSTRIAL']",['FOOD'],['INFO'],['INFO']
4609,Wood sugar,"('Xyl', 'Xylopyranose', 'Xylopyranoside', 'Xylose', 'Wood sugar')",,,,"['FOOD', 'INDUSTRIAL', 'MEDICAL']",['FOOD'],"['FOOD', 'INDUSTRIAL', 'MEDICAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
4610,Ribose,"('Rib', 'Ribopyranose', 'Ribopyranoside', 'Ribose', 'Ribopyranose (7ci,8ci,9ci)')",,,,"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
4611,Pentose,"('Pentopyranose', 'Pentopyranoside', 'Pentose', 'Oxane-2,3,4,5-tetrol', 'Holzzucker; losan;alpha-xylose')",,,,"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['INFO']
4612,Proguanil hydrochloride,"('Proguanil hydrochloride', 'Paludrine hydrochloride', '(1e)-1-[amino-(4-chloroanilino)methylidene]-2-propan-2-ylguanidine;hydrochloride', 'Chloroquanil')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4613,Hyoscine hydrochloride,"('Hyoscine hydrochloride', 'Scopolamine hydrochloride', 'Chlorhydrate de scopolamine', 'Chlorhydrate de scopolamine [french]', 'Opera_id_355')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4614,Hyoscine hydrobromide,"('Scopolamine hydrobromide', 'Scopolamine hbr', 'Scopos', 'Hyoscine hydrobromide', 'Scopolamine (hydrobromide)')",STECJAGHUSJQJN-USLFZFAMSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4615,Hyosol,"('Scopolamine', 'Hyoscine', 'Scopine tropate', 'Transderm-scop', 'Hyosol')",STECJAGHUSJQJN-USLFZFAMSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4616,Scopolamine hydrobromide,"('Scopolamine hydrobromide', 'Scopolamine hbr; scopolamine hydrobromide; hyoscine hydrobromide; scopine hydrobromide')",STECJAGHUSJQJN-USLFZFAMSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4617,Scopolamine (hydrochloride),"('Scopolamine (hydrochloride)', 'Scopolamine hydrochloride', 'Scopolamine hydrochloride; hyoscine hydrochloride', '(9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl) 3-hydroxy-2-phenylpropanoate;hydrochloride')",,,,['MEDICAL'],"['MEDICAL', 'FOOD']",['MEDICAL'],['MEDICAL']
4618,Clenbuterol hydrochloride,"('Clenbuterol hydrochloride', 'Clenbuterol hcl', 'Spiropent', 'Ventipulmin', 'Clenbuterol clorhidrato')",,,,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']",['INFO']
4619,Planipart,"('Clenbuterol', 'Planipart', 'Clenbuterolum', 'Clenbuterolum [inn-latin]', 'Monores')",STJMRWALKKWQGH-UHFFFAOYSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
4620,Daunorubicin hcl (daunomycin hcl),"('Daunorubicin hcl (daunomycin hcl)',)",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4621,Rubomycin,"('Cerubidin', 'Daunorubicin mixt. with native calf thymus dna', 'Daunorubicine', 'Rubomycin c', 'Rubomycin')",STQGQHZAVUOBTE-VGBVRHCVSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4622,Daunomycin hydrochloride,"('Daunomycin hydrochloride', 'Rubidomycin hydrochloride', 'Daunomycin hcl', 'Rp 13057 hydrochloride', 'Daunorubicin (hydrochloride)')",STQGQHZAVUOBTE-VGBVRHCVSA-N,[],,['INFO'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4623,Esomeprazole sodium,"('Magnesium omeprazole', 'Omeprazole magnesium', 'Esomeprazole sodium', 'Magnesium bis(5-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}benzimidazol-1-ide)')",SUBDBMMJDZJVOS-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4624,Omeprazole d3,"('Omeprazole d3', 'Omeprazole-d3', 'H 16868 d3', 'Omeprazole-(5-methoxy-d3), analytical standard')",SUBDBMMJDZJVOS-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['INFO'],['INFO']
4625,Omeprazole,"('(r)-omeprazole', 'Esomeprazole', 'Omeprazole', '(r)-5-methoxy-2-(((4-methoxy-3,5-dimethylpyridin-2-yl)methyl)sulfinyl)-1h-benzo[d]imidazole', 'R-omeprazole')",SUBDBMMJDZJVOS-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4626,Gynazole-1,"('Femstat', 'Gynomyk', 'Gynazole-1', 'Butoconazole (nitrate)', 'Rs 35887')",SWLMUYACZKCSHZ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4627,Methiazole,"('Methiazole', 'Methyl n-(6-propan-2-ylsulfanyl-1h-benzimidazol-2-yl)carbamate', 'Methiazole, 98% (tlc)', 'Albendazole impurity l [ep]', 'Methyl (5-(isopropylthio)-1h-benzo[d]imidazol-2-yl)carbamate')",,,,['INFO'],['INFO'],['INFO'],['MEDICAL']
4628,Cilder,"('Clocortolone 21-pivalate', 'Sh 863', 'Purantix', '[2-[(6s,8s,9r,10s,11s,13s,14s,16r,17s)-9-chloro-6-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] 2,2-dimethylpropanoate', 'Cilder')",SXYZQZLHAIHKKY-GSTUPEFVSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4629,Scinnamina,"('Rescinnamine', 'Rescinnamin', 'Cinnaloid', 'Resealoid', 'Scinnamina')",SZLZWPPUNLXJEA-QEGASFHISA-N,[],,['MEDICAL'],['INFO'],"['MEDICAL', 'FOOD']",['INFO']
4630,Accenon,"('Ethotoin', 'Peganone', 'Accenon', 'Ethotoine', 'Ethotoinum')",SZQIFWWUIBRPBZ-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4631,Paspertin,"('Metoclopramide hydrochloride', 'Maxolon', 'Metoclopramide monohydrochloride', 'Cerucal', 'Paspertin')",TTWJBBZEZQICBI-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4632,Primperan,"('Metoclopramide', 'Methochlopramide', 'Metochlopramide', 'Metaclopramide', 'Primperan')",TTWJBBZEZQICBI-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4633,Corlopam,"('Corlopam', 'Fenoldopam (mesylate)', 'Fenoldopam methanesulfonate', 'Corlopam mesylate', 'Fenoldopam mesilate')",TVURRHSHRRELCG-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4634,Amanda,"('Ultram', 'Cyclohexanol, 2-(dimethylaminomethyl)-1-(m-methoxyphenyl)-', 'Maxitram', 'Tilodol', 'Amanda')",,,,['INFO'],['INFO'],['INFO'],['INFO']
4635,Tramadol,"('Tramadol', 'Cis-tramadol', 'Tramadolum [inn-latin]', '(1r,2r)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol', 'Ralivia flashtab')",TVYLLZQTGLZFBW-ZBFHGGJFSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4636,Ioxaglate,"('Ioxaglic acid', 'Ioxaglate', 'Acido ioxaglico', 'Acide ioxaglique', 'Acidum ioxaglicum')",TYYBFXNZMFNZJT-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4637,(r)-linezolid,"('(r)-linezolid', 'Linezolid r-isomer', '(r)-?linezolid', '(r)-n-((3-(3-fluoro-4-morpholinophenyl)-2-oxooxazolidin-5-yl)methyl)acetamide', 'N-[[(5r)-3-(3-fluoro-4-morpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4638,Flumadine,"('Rimantadine hydrochloride', 'Flumadine', 'Rimantadine hcl', 'Meradane', 'Rimantadine (hydrochloride)')",UBCHPRBFMUDMNC-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4639,Desferal,"('Deferoxamine mesylate', 'Desferrioxamine b mesylate', 'Desferal', 'Desferrioxamine mesylate', 'Deferoxamine mesilate')",UBQYURCVBFRUQT-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4640,Ferrioxamine b [m+fe-2h],"('Ferrioxamine b [m+fe-2h]', 'Ferroxamine', 'Desferal-iron(iii)', ""N-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentyl]-n'-(5-aminopentyl)-n'-hydroxybutanediamide;iron"")",,,,['INFO'],['INFO'],['INFO'],['INFO']
4641,Hycamtin,"('Topotecan hcl', 'Hycamtin', 'Topotecan (hydrochloride)', 'Nogitecan hydrochloride', 'Topotecan monohydrochloride')",UCFGDBYHRUNTLO-QHCPKHFHSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4642,Montair,"('Singulair', 'Montair', 'Montelukast sodium salt', 'Montelukast (sodium)', 'Sodium (r,e)-2-(1-(((1-(3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)-3-(2-(2-hydroxypropan-2-yl)phenyl)propyl)thio)methyl)cyclopropyl)acetate')",UCHDWCPVSPXUMX-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4643,Mk 0476;mk-0476;mk0476,"('Cis-montelukast', 'Montelukast ep impurity g', 'Mk 0476;mk-0476;mk0476')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4644,Streptomycin sulfate,"('Streptomycin sulfate', 'Streptomycin sulfate (250mg/ml)')",UCSJYZPVAKXKNQ-HZYVHMACSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
4645,Racepinephrine,"('Adrenaline', 'Epinephrine', 'Racepinefrine', 'Racepinephrine', 'Epinephrine racemic')",UCTWMZQNUQWSLP-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4646,Adnephrine,"('Epinephrine', 'Adrenaline', 'Adrenalin', 'Levoepinephrine', 'Adnephrine')",UCTWMZQNUQWSLP-UHFFFAOYSA-N,[],,"['MEDICAL', 'ENDOGENOUS']",['INFO'],"['MEDICAL', 'ENDOGENOUS']",['INFO']
4647,Adenosine-5-monophosphate,"('Adenosine-5-monophosphate', 'Nchembio867-comp5', 'Adenosine-5-monophosphate(2-)', ""Adenosine 5'-monophosphate(2-)"", 'Adenosine-5-monophosphate dianion')",,,,['INFO'],"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL']"
4648,Vidarabine (phosphate),"('Vidarabine (phosphate)', '[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate', 'Ara-amp', 'Ara-a (phosphate);adenine arabinoside (phosphate);9-beta-d-arabinofuranosyladenine (phosphate)', 'Vidarabine monophosphate')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4649,Tolvon,"('Mianserin hydrochloride', 'Mianserin hcl', 'Mianserine hydrochloride', 'Tolvon', 'Mianserin (hydrochloride)')",UEQUQVLFIPOEMF-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4650,Dehistin,"('Tripelennamine hydrochloride', 'Tripelennamine hcl', 'Ahistamin', 'Dehistin', 'Piristin')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4651,Gabarone,"('Gabapentin hydrochloride', 'Gabapentin hcl', 'Gabapentin (hydrochloride)', 'Gabarone', 'Cyclohexaneacetic acid, 1-(aminomethyl)-, hydrochloride')",UGJMXCAKCUNAIE-UHFFFAOYSA-N,[],,['INFO'],['MEDICAL'],['INFO'],['INFO']
4652,"Hypoxanthine, 9-.beta.-d-arabinofuranosyl-","('.beta.-inosine', '.beta.-d-ribofuranoside, hypoxanthine-9', 'Hypoxanthine, 9-.beta.-d-ribofuranosyl-', 'Hypoxanthine, 9-.beta.-d-arabinofuranosyl-', 'Chemdiv1_023591')",,,,['INFO'],['INFO'],['INFO'],['INFO']
4653,Cytosar,"('Cytarabin', 'Cytosar', '.beta.-arabinosylcytosine', '.beta.-cytosine arabinoside', '.beta.-d-arabinosylcytosine')",UHDGCWIWMRVCDJ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4654,Vascor,"('Bepridil hcl', 'Vascor', 'Bepridil (hydrochloride hydrate)', 'N-benzyl-n-[3-(2-methylpropoxy)-2-pyrrolidin-1-ylpropyl]aniline;hydrochloride', 'N-benzyl-n-(3-isobutoxy-2-(pyrrolidin-1-yl)propyl)aniline hydrochloride')",UIEATEWHFDRYRU-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4655,Piretanide,"('Piretanide', 'Tauliz', 'Eurelix', 'Benzoic acid, 3-(aminosulfonyl)-4-phenoxy-5-(1-pyrrolidinyl)-', 'Hoe-118')",UJEWTUDSLQGTOA-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4656,Ergocornine,"('Ergocornine', 'Regid856021', 'Opera_id_1715', 'Biomol-nt_000006', 'Ergocornine, >95%, solid')",,,,['INFO'],['INFO'],['INFO'],['INFO']
4657,Maxalt-mlt,"('Rizatriptan benzoate', 'Maxalt', 'Rizatriptan (benzoate)', 'Maxalt-mlt', 'Mk 462')",ULFRLSNUDGIQQP-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4658,Dotycin,"('Erythrogran', 'Erythromid', 'Pantomicina', 'Abboticin', 'Dotycin')",,,,['INFO'],['INFO'],['INFO'],['MEDICAL']
4659,Zomigon,"('Zolmitriptan', 'Zomig', 'Zomigoro', 'Zomigon', 'Flezol')",ULSDMUVEXKOYBU-ZDUSSCGKSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4660,Medaria,"('Sibutramine', 'Meridia', 'Sibutraminum [latin]', 'Sibutramina [spanish]', 'Medaria')",UNAANXDKBXWMLN-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
4661,Partergin,"('Methergine', 'N-(1-hydroxybutan-2-yl)-7-methyl-6,6a,8,9-tetrahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide', 'Basofortina', 'Methergen', 'Partergin')",UNBRKDKAWYKMIV-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4662,Humatin,"('Paromomycin sulfate', 'Paromomycin sulfate salt', 'Aminosidine sulfate', 'Humatin', 'Aminosidin sulfate')",UOZODPSAJZTQNH-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4663,Paromomycin i,"('Paromomycin i', 'Gabbromicina', 'Sf 767b; catenulin; crestomycin; gabbromicina', 'Amminosidin', 'Gabbromycin')",UOZODPSAJZTQNH-UHFFFAOYSA-N,[],,['INFO'],['MEDICAL'],['INFO'],['MEDICAL']
4664,Bebate,"('Celestone', 'Hormezon', 'Valisone', 'Bebate', '.beta.-methasone')",UREBDLICKHMUKA-DVTGEIKXSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4665,Seroquel,"('Quetiapine fumarate', 'Quetiapine hemifumarate', 'Seroquel', 'Seroquel xr', 'Zm 204636')",ZNPNOVHKCAAQCG-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4666,"Sisomicin,(s)","('Sisomicin,(s)', '(2r,3r,4r,5r)-2-((1s,2s,3r,4s,6r)-4,6-diamino-3-((2s,3r)-3-amino-6-(aminomethyl)-3,4-dihydro-2h-pyran-2-yloxy)-2-hydroxycyclohexyloxy)-5-methyl-4-(methylamino)tetrahydro-2h-pyran-3,5-diol')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4667,Priligy,"('Dapoxetine hydrochloride', 'Dapoxetine hcl', 'Priligy', 'Dapoxetine, hcl', '(s)-n,n-dimethyl-3-(naphthalen-1-yloxy)-1-phenylpropan-1-amine hydrochloride')",USRHYDPUVLEVMC-FQEVSTJZSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4668,Dolophin,"('Methadone', 'Phenadone', 'Amidone', 'Diaminon', 'Dolophin')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4669,"N,n'-diphenyl-p-phenylenediamine","(""N,n'-diphenyl-p-phenylenediamine"", ""N,n'-diphenyl-1,4-phenylenediamine"", 'Flexamine g', 'Agerite dppd', 'Diphenyl-p-phenylenediamine')",,,,"['INDUSTRIAL', 'INFO']",['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
4670,Descarbethoxyloflazepate,"('Norfludiazepam', 'Norflutoprazepam', 'Descarbethoxyloflazepate', 'N-desalkyl-2-oxoquazepam', 'Cm 7116')",,,,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
4671,Valoid,"('Marezine', 'Nautazine', 'Ciclizina', 'Neo-devomit', 'Valoid')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4672,Norpace cr,"('Norpace', 'Norpace cr', 'Sc 7031 phosphate', 'Disopyramidephosphate', 'Sc 7031 (phosphate)')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4673,Moexipril hcl,"('Moexipril hcl', 'Moexipril (hydrochloride)', 'Ci 925', '(3s)-2-[(2s)-2-[[(1s)-1-ethoxycarbonyl-3-phenyl-propyl]amino]propanoyl]-6,7-dimethoxy-3,4-dihydro-1h-isoquinoline-3-carboxylic acid hydrochloride', '(3s)-2-[(2s)-2-[[(2s)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-6,7-dimethoxy-3,4-dihydro-1h-isoquinoline-3-carboxylic acid;hydrochloride')",UWWDHYUMIORJTA-HSQYWUDLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4674,Aliskiren fumarate,"('Aliskiren hemifumarate', 'Tekturna', 'Aliskiren fumarate', 'Aliskiren (hemifumarate)', 'Enviage')",UXOWGYHJODZGMF-QORCZRPOSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4675,Guanin,"('Guanine', 'Guanin', 'Mearlmaid', 'Pearl essence', 'Guanine enol')",UYTPUPDQBNUYGX-UHFFFAOYSA-N,[],,['INDUSTRIAL'],['INFO'],['INFO'],"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
4676,Narcanti,"('Naloxone hydrochloride', 'Naloxone hcl', 'Narcan', 'Naloxone (hydrochloride)', 'Narcanti')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4677,Naloxone(-),"('N-allyl-14-hydroxynordihydromorphinone', 'Naloxone(-)', 'Nalone (salt/mix)', 'Narcan (salt/mix)', 'Normorphinone, n-allyl-dihydro-14-hydroxy-')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4678,(e)-ceftriaxone,"('(e)-ceftriaxone', '(6r,7r)-7-[[(2e)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-5,6-dioxo-1h-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid', 'Epitope id:118239', '(6r,7r)-7-{[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-{[(2-methyl-5,6-dioxo-1,2,5,6-tetrahydro-1,2,4-triazin-3-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid', '(6r,7r)-7-((z)-2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetamido)-3-(((2-methyl-5,6-dioxo-1,2,5,6-tetrahydro-1,2,4-triazin-3-yl)thio)methyl)-8-oxo-5-thia-1-aza bicyclo[4.2.0]oct-2-ene-2-carboxylic acid')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4679,"Lysergic acid n,n-diethylamide","('Lysergic acid n,n-diethylamide', 'Acid [street name]', 'Cubes [street name]', 'Royal blue [street name]', 'Pearly gates [street name]')",,,,['INFO'],['MEDICAL'],['INFO'],['INFO']
4680,Fosfomic,"('Terazosin hydrochloride', 'Terazosin hcl', 'Hytrin', 'Fosfomic', 'Zayasel')",VCKUSRYTPJJLNI-CQSZACIVSA-N,[],,['MEDICAL'],['INFO'],['INFO'],['INFO']
4681,Heitrin,"('Terazosin hydrochloride dihydrate', 'Terazosin hcl dihydrate', 'Magnurol', 'Heitrin', 'Terazosin hcl')",VCKUSRYTPJJLNI-CQSZACIVSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4682,Sensipar,"('Cinacalcet hydrochloride', 'Cinacalcet hcl', 'Mimpara', 'Sensipar', 'Regpara')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4683,Ingenol-3-angelate,"('Ingenol-3-angelate', 'Ingenol-3-mebutate', '[(1s,4s,5s,6r,9s,10r,12r,14r)-5,6-dihydroxy-7-(hydroxymethyl)-3,11,11,14-tetramethyl-15-oxo-4-tetracyclo[7.5.1.0^{1,5.0^{10,12]pentadeca-2,7-dienyl] (z)-2-methylbut-2-enoate')",VEBVPUXQAPLADL-POYOOMFHSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4684,Gladem,"('Sertraline hydrochloride', 'Sertraline hcl', 'Zoloft', 'Gladem', 'Serad')",VGKDLMBJGBXTGI-SJCJKPOMSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4685,"(1s,4r)-sertraline","('(1s,4s)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydro-n-methyl-1-naphthalenamine', 'Zoloft (salt/mix)', '(1s,4r)-sertraline', 'Molmap_000056', 'N-methyl-4-(3,4-dichlorophenyl)tetralin-1-amine')",,,,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
4686,Strattera,"('Atomoxetine hydrochloride', 'Atomoxetine hcl', 'Strattera', '(r)-tomoxetine hydrochloride', '(r)-n-methyl-3-phenyl-3-(o-tolyloxy)propan-1-amine hydrochloride')",VHGCDTVCOLNTBX-QGZVFWFLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4687,Suprametil,"('A-methapred', 'Suprametil', 'Medrol dosepak', 'Medrol adt pak', 'Prednisolone, methyl-')",VHRSUDSXCMQTMA-PJHHCJLFSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4688,Euradal,"('Bisoprolol fumarate', 'Zebeta', 'Bisoprolol hemifumarate', 'Euradal', 'Fondril')",VHYCDWMUTMEGQY-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4689,"Norethisterone,(s)","('Norethisterone,(s)', '(8r,9r,10r,13s,14s,17r)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one', '(8r,9s,10r,13s,14s,17r)-17-ethynyl-17-hydroxy-13-methyl-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthren-3(2h)-one')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4690,Norpregneninolone,"('(17beta)-17-ethynyl-17-hydroxyestr-4-en-3-one', 'Minovlar', 'Norpregneninolone', 'Primolut n', 'Estr-4-en-3-one, 17.alpha.-ethynyl-17-hydroxy-')",VIKNJXKGJWUCNN-XGXHKTLJSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4691,Triethylene tetramine,"('Trientine', 'Trien', 'Tecza', 'Triethylene tetramine', 'Araldite hardener hy 951')",,,,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']"
4692,Vepesid j,"('Vepesid j', 'Vp 16 (pharmaceutical)', 'Epipodophyllotoxin vp-16213', 'Vp 16', 'Nk 171')",VJJPUSNTGOMMGY-MRVIYFEKSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4693,Aminoform,"('Methenamine', 'Hexamethylenetetramine', 'Hexamine', 'Urotropine', 'Aminoform')",VKYKSIONXSXAKP-UHFFFAOYSA-N,"['Vehicle', 'Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']",['MEDICAL'],['INFO'],"['MEDICAL', 'PERSONAL CARE']",['INFO']
4694,Creosedin,"('Bromazepam', 'Lexotanil', 'Compedium', 'Durazanil', 'Creosedin')",VMIYHDSEFNYJSL-UHFFFAOYSA-N,[],,"['INFO', 'MEDICAL']",['INFO'],['MEDICAL'],['MEDICAL']
4695,Apomorphine hydrochloride hemihydrate,"('R-apomorphine hydrochloride hemihydrate', 'R-apomorphine', 'Apomorphine hydrochloride', 'Apomorphine hydrochloride hemihydrate', 'Opera_id_1132')",VMWNQDUVQKEIOC-CYBMUJFWSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
