FEATURE_ID,NAME_USED,SYNONYMS,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
3539,Disalcid,"('Salsalate', 'Salicylsalicylic acid', 'Disalicylic acid', 'Sasapyrine', 'Disalcid')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3540,Afobazole,"('Fabomotizole (hydrochloride)', 'Fabomotizole', 'Afobazole', 'Obenoxazine', 'Cm 346')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3541,Sphingosine,"('Erythro-sphingosine', 'Erythrosphingosine', 'Erythro-c18-sphingosine', 'Trans-4-sphingenine', 'Sphingosine')",[],,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
3542,Guanidinobiotin (hydrobromide),"('Guanidinobiotin (hydrobromide)', 'Guanidinobiotin', 'Hexahydro-2-imino-1h-thieno(3,4-d)imidazole-4-pentanoic acid', '(3ar,6s,6as)-2-amino-3a,4,6,6a-tetrahydro-1h-thieno[3,4-d]imidazole-6-pentanoic acid', '(3as,6ar)-2-iminohexahydro-1h-thieno[3,4-d]imidazole-4alpha-pentanoic acid')",,,['INFO'],['INFO'],['INFO'],['INFO']
3543,Microval,"('Levonorgestrel', 'Norgestrel', 'Mirena', 'Levonova', 'Microval')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3544,Octylic acid,"('Octanoic acid', 'Caprylic acid', 'N-octanoic acid', 'Octylic acid', 'N-caprylic acid')","['Cleaning products and household care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'MEDICAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'ENDOGENOUS', 'INDUSTRIAL', 'MEDICAL']",['INFO']
3545,Acetylleucine,"('Acetylleucine', 'N-acetyl-dl-leucine', 'Ac-dl-leu-oh', 'Tanganil', 'N-acetyl-d,l-leucine')",[],,"['MEDICAL', 'FOOD']",['MEDICAL'],['MEDICAL'],['INFO']
3546,Arpicolin,"('Procyclidine (hydrochloride)', '(±)-procyclidine hydrochlorid', 'Procyclidine', 'Tricyclamol', 'Arpicolin')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3547,Vincamone,"('Vinburnine', 'Eburnamonine', 'Vincamone', 'Eburnal', 'Eburnamonine (-)')",[],,"['MEDICAL', 'ENDOGENOUS']",['INFO'],['MEDICAL'],['INFO']
3548,Palosuran,"('Palosuran', 'Palosuran [inn]', ""N-[2-[4-hydroxy-4-(phenylmethyl)-1-piperidinyl]ethyl]-n'-(2-methyl-4-quinolinyl)-urea"", ""Urea, n-(2-(4-hydroxy-4-(phenylmethyl)-1-piperidinyl)ethyl)-n'-(2-methyl-4-quinolinyl)-"")",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3549,Asiaticoside,"('Asiaticoside', 'Centelase', 'Madecassol', 'Asiaticosid', 'Emdecassol')",[],,"['MEDICAL', 'PERSONAL CARE', 'FOOD']","['FOOD', 'PERSONAL CARE', 'MEDICAL']","['MEDICAL', 'PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'MEDICAL']"
3550,Thioguanine,"('Thioguanine',)",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3551,Perebral,"('Cyclandelate', 'Cyclospasmol', 'Cyclolyt', 'Cyclomandol', 'Perebral')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3552,Methergoline,"('Metergoline', 'Liserdol', 'Metergolin', 'Methergoline', 'Metergolina')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3553,Mefoxin,"('Cefoxitin', 'Mefoxin', 'Cefoxitinum', 'Rephoxitin', 'Cefoxitina')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3554,Primbactam,"('Aztreonam', 'Azactam', 'Primbactam', 'Aztreon', 'Nebactam')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['MEDICAL']
3555,Norcoclaurine,"('Higenamine (hydrochloride)', 'Norcoclaurine (hydrochloride)', 'Higenamine', 'Demethyl-coclaurine', 'Norcoclaurine')",[],,"['FOOD', 'MEDICAL', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL']",['INFO']
3556,Brofaromine,"('Brofaromine', 'Brofarmine', 'Consonar', 'Brofaromine [inn]', 'Brofaremine')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3557,Edoxudine,"('Edoxudine', 'Epoxudine', 'Aedurid', ""Uridine, 2'-deoxy-5-ethyl-"", 'Edoxudinum [latin]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3558,Camostat,"('Camostat (mesylate)', 'Camostat mesilate', 'Camostat', 'Camostat [inn]', 'Camostate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3559,Dacogen,"('Decitabine', 'Dacogen', 'Azadc', 'Dezocitidine', 'Dac')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3560,Pyrukynd,"('Mitapivat', 'N-(4-(4-(cyclopropylmethyl)piperazine-1-carbonyl)phenyl)quinoline-8-sulfonamide', 'N-[4-[4-(cyclopropylmethyl)piperazine-1-carbonyl]phenyl]quinoline-8-sulfonamide', 'Pyrukynd', 'Ex-a2626')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3561,Vafidemstat,"('Vafidemstat', 'Vafidemstat [inn]', '(1r,2s)-2-(4-(benzyloxy)phenyl)-n-((5-imino-4,5-dihydro-1,3,4-oxadiazol-2-yl)methyl)cyclopropanamine')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3562,Roxadyl,"('Rosoxacin', 'Acrosoxacin', 'Eradacil', 'Winuron', 'Roxadyl')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3563,Uridine 5'-diphosphate,"(""Uridine-5'-diphosphate disodium salt"", ""Uridine 5'-diphosphate"", ""Uridine-5'-diphosphate"", ""Uridine 5'-(trihydrogen diphosphate)"", ""Uridine 5'-pyrophosphate"")",[],,['INFO'],['ENDOGENOUS'],['INFO'],"['ENDOGENOUS', 'FOOD']"
3564,Lanraplenib,"('Lanraplenib', 'Gs-syk', 'Lanraplenib (gs-9876)', 'Lanraplenib [inn]', 'Lanraplenib [usan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3565,Amsidyl,"('Amsacrine', 'M-amsa', 'Acridinyl anisidide', 'Amsidine', 'Amsidyl')",[],,['MEDICAL'],['INDUSTRIAL'],['MEDICAL'],['MEDICAL']
3566,Bentamapimod,"('Bentamapimod', 'As 602801', 'Bentamapimod (tautomer)', 'Bentamapimod [inn]', 'As 602801(bentamapimod)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3567,Glyphosphate,"('Glyphosate', 'N-(phosphonomethyl)glycine', 'N-phosphonomethyl-glycine', 'Roundup', 'Glyphosphate')",['Landscape/yard'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
3568,Cc 401,"('Cc 401',)",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3569,Pf 04691502,"('Pf 04691502', 'Ex-a032', 'S2743', 'Pyrido(2,3-d)pyrimidin-7(8h)-one, 2-amino-8-(trans-4-(2-hydroxyethoxy)cyclohexyl)-6-(6-methoxy-3-pyridinyl)-4-methyl-', 'Trans-2-amino-8-((1r,4r)-4-(2-hydroxyethoxy)cyclohexyl)-6-(6-methoxypyridin-3-yl)-4-methylpyrido[2,3-d]pyrimidin-7(8h)-one')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3570,(3-hydroxybenzoylamino)acetic acid,"('M-hydroxyhippuric acid', '(3-hydroxybenzoylamino)acetic acid', 'Glycine, n-(3-hydroxybenzoyl)-', 'N-m-hydroxylbenzoylglycine', '(3-hydroxybenzamido)acetic acid')",[],,"['INFO', 'FOOD']",['INFO'],['INFO'],['INFO']
3571,Angelicin,"('Angelicin', 'Isopsoralen', 'Furo[2,3-h]chromen-2-one', 'Angecin', 'Isopsoralin')",[],,"['FOOD', 'MEDICAL']",['FOOD'],"['MEDICAL', 'FOOD', 'INDUSTRIAL']",['INFO']
3572,Nebupent,"('Pentamidine (isethionate)', 'Pentamidine', 'Pentacarinat', 'Pentamide', 'Nebupent')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3573,Methylselenocysteine,"('Se-methylselenocysteine', 'Methylselenocysteine', 'Se-methylseleno-l-cysteine', '(r)-2-amino-3-(methylselanyl)propanoic acid', 'Se-methyl-l-selenocysteine')",[],,"['FOOD', 'MEDICAL']",['FOOD'],"['FOOD', 'MEDICAL']",['FOOD']
3574,Idamycin,"('Idarubicin (hydrochloride)', 'Idamycin', 'Idarubicine [inn-french]', 'Idarubicinum [inn-latin]', 'Idarubicina [inn-spanish]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3575,Promacta,"('Eltrombopag', 'Promacta', ""(z)-3'-(2-(1-(3,4-dimethylphenyl)-3-methyl-5-oxo-1h-pyrazol-4(5h)-ylidene)hydrazinyl)-2'-hydroxy-[1,1'-biphenyl]-3-carboxylic acid"", '(ze)-eltrombopag', 'Eltrombopag free base')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3576,Remetinostat,"('Remetinostat', 'Methylparaben suberohydroxamic acid phenyl ester', 'Remetinostat [usan]', 'Methyl 4-{[8-(hydroxyamino)-8-oxooctanoyl]oxy}benzoate', 'Remetinostat (usan/inn)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3577,Cefodizime,"('Cefodizime', 'Cefodizima', 'Cefodizimum', 'Hr 221', 'Hr 221 [as sodium]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3578,Kavain,"('Kavain', 'Kawain', 'Gonosan', 'Kavain, dl-', 'Kawaih')",[],,"['FOOD', 'MEDICAL']",['FOOD'],"['MEDICAL', 'FOOD']",['INFO']
3579,Triclosan,"('Triclosan', 'Cloxifenolum', 'Irgasan', 'Triclosanum', 'Irgasan dp300')",['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL', 'FOOD']","['PERSONAL CARE', 'INDUSTRIAL']"
3580,Prepidil,"('Prostaglandin e2', 'Dinoprostone', 'Prostin e2', 'Prepidil', 'Minprostin e2')",[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS']"
3581,Dopram,"('Doxapram (hydrochloride hydrate)', 'Doxapram', 'Dopram', 'Doxapramum', 'Docatone')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3582,Batimastat,"('Batimastat', 'Batimastat (bb-94)', 'Batimastat (mmp inhibitor)', 'Batimastat(bb-94)', ""(2s,3r)-n-hydroxy-n'-[(2s)-1-(methylamino)-1-oxo-3-phenylpropan-2-yl]-3-(2-methylpropyl)-2-(thiophen-2-ylsulfanylmethyl)butanediamide"")",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3583,Licogliflozin,"('Licogliflozin', '(2s,3r,4r,5s,6r)-2-(3-((2,3-dihydrobenzo[b][1,4]dioxin-6-yl)methyl)-4-ethylphenyl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol', '(2s,3r,4r,5s,6r)-2-[3-(2,3-dihydro-1,4-benzodioxin-6-ylmethyl)-4-ethylphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol', 'Licogliflozin [inn]', 'Ex-a4918')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3584,Farampator,"('Farampator', 'Org24448', 'Org-24448', 'Org 24448', 'Cx 691')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3585,Bikinin,"('Bikinin', 'Abrasin', 'N-(5-bromo-pyridin-2-yl)-succinamic acid', 'N-(5-bromopyridin-2-yl)succinamic acid', 'Bikinin; abrasin')",[],,['INFO'],['INFO'],['INFO'],['INFO']
3586,Indolelactic acid,"('Indolelactic acid', 'Indole-3-lactic acid', 'Indolelactate', 'Indole-3-lactate', 'Alpha-hydroxy-1h-indole-3-propanoic acid')",[],,['INFO'],['ENDOGENOUS'],['INFO'],['INFO']
3587,Vadimezan,"('Vadimezan', 'Dimethyloxoxanthene acetic acid', 'Vadimezan (dmxaa)', '(5,6-dimethyl-9-oxo-9h-xanthen-4-yl)acetic acid', '(5,6-dimethyl-9-oxo-xanthen)-4-acetic acid')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3588,Cx 5461,"('Cx 5461', 'Pidnarulex', 'Ex-a1303', 'S2684')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3589,Hexythiazox,"('Hexythiazox', 'Trans-5-(4-chlorophenyl)-n-cyclohexyl-4-methyl-2-oxo-3-thiazolidinecarboxamide', '(4r)-5beta-(p-chlorophenyl)-4alpha-methyl-n-cyclohexyl-2-oxo-3-thiazolidinecarboxamide', '(4r,5r)-5-(4-chlorophenyl)-n-cyclohexyl-4-methyl-2-oxothiazolidine-3-carboxamide', 'Trans-5-(4-chlorophenyl)-n-cyclohexyl-4-methyl-2-oxo-1,3- thiazolidine-3-carboxamide')",[],,['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
3590,Nalfurafine,"('Nalfurafine (hydrochloride)', 'Nalfurafine', '(e)-n-[(4r,4as,7r,7ar,12bs)-3-(cyclopropylmethyl)-4a,9-dihydroxy-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl]-3-(furan-3-yl)-n-methylprop-2-enamide', '(e)-n-(17-(cyclopropylmethyl)-4,5alpha-epoxy-3,14-dihydroxymorphinan-6beta-yl)-3-(furan-3-yl)-n-methylprop-2-enamide', 'Nalfurafine [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3591,Dorsomorphin,"('Dorsomorphin', 'Compound c', 'Dorsomorphin free base', 'Compound c dorsomorphin', 'Pyrazolo(1,5-a)pyrimidine, 6-(4-(2-(1-piperidinyl)ethoxy)phenyl)-3-(4-pyridinyl)-')",[],,['MEDICAL'],['INDUSTRIAL'],['MEDICAL'],['INFO']
3592,Bicolorin,"('Esculin', 'Aesculin', 'Esculoside', 'Polychrome', 'Bicolorin')",[],,"['INFO', 'INFO']",['INFO'],['INFO'],['INFO']
3593,Fisetholz,"('Fisetin', 'Cotinin', 'Fustel', 'Viset', 'Fisetholz')",[],,"['FOOD', 'INFO']",['INFO'],['FOOD'],['INFO']
3594,Nolatrexed dihydrochloride,"('Nolatrexed dihydrochloride', 'Ag 337', 'Thymitaq')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3595,Trv027,"('Trv027', 'Alanine, n-methylglycyl-l-arginyl-l-valyl-l-tyrosyl-l-isoleucyl-l-histidyl-l-prolyl-', 'Sar-val-tyr-ile-his-pro-d-ala-oh', '(2r)-2-[[(2s)-1-[(2s)-2-[[(2s,3s)-2-[[(2s)-2-[[(2s)-2-[[(2s)-5-(diaminomethylideneamino)-2-[[2-(methylamino)acetyl]amino]pentanoyl]amino]-3-methylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]-3-(1h-imidazol-5-yl)propanoyl]pyrrolidine-2-carbonyl]amino]propanoic acid')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3596,Retevmo,"('Selpercatinib', 'Retevmo', 'Serpercatinib', 'Retevmo (tn)', 'Selpercatinib [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3597,Oxytrol,"('Oxybutynin', 'Ditropan', 'Oxytrol', 'Oxibutyninum', 'Oxybutyninum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3598,Cefalotin,"('Cephalothin (sodium)', 'Cefalotin sodium', 'Cephalothin', 'Cefalotin', 'Cephalotin')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3599,Aminoacridine,"('Aminacrine', 'Acridin-9-amine', 'Aminoacridine', 'Aminacrin', 'Monacrin')",[],,['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']"
3600,Santonin,"('Santonin', 'Alpha-santonin', 'Semenen', 'Santoninic anhydride', 'Santoninum')",[],,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']",['INFO']
3601,Actinonin,"('Actinonin', 'Actinonine', '(r)-n4-hydroxy-n1-((s)-1-((s)-2-(hydroxymethyl)pyrrolidin-1-yl)-3-methyl-1-oxobutan-2-yl)-2-pentylsuccinamide', 'Octanohydroxamic acid, 3-((1-((2-(hydroxymethyl)-1-pyrrolidinyl)carbonyl)-2-methylpropyl)carbamoyl)-', '(?)-actinonin')",[],,['INFO'],['INFO'],['INFO'],['INFO']
3602,Triphosphopyridine nucleotide,"('Disodium nadp', 'Triphosphopyridine nucleotide', 'Coenzyme ii', 'Codehydrogenase ii', 'Cozymase ii')",[],,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
3603,Josamycin,"('Josamycin', 'Leucomycin a3', 'Turimycin a5', 'Kitasamycin a3', 'Josamycine')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3604,N-acetylhistamine,"('N-acetylhistamine', 'N-omega-acetylhistamine', 'Acetylhistamine', 'N-[2-(1h-imidazol-4-yl)ethyl]acetamide', 'Nomega-acetylhistamine')",[],,['INFO'],['ENDOGENOUS'],['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD']"
3605,Enerzer,"('Isocarboxazid', 'Isocarboxazide', 'Marplan', 'Enerzer', ""N'-benzyl-5-methylisoxazole-3-carbohydrazide"")",[],,"['INFO', 'MEDICAL']",['INFO'],['MEDICAL'],['INFO']
3606,Danusertib,"('Danusertib', 'Danusertib (pha-739358)', '(r)-n-(5-(2-methoxy-2-phenylacetyl)-1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazol-3-yl)-4-(4-methylpiperazin-1-yl)benzamide', 'N-[5-((2r)-2-methoxy-2-phenylethanoyl)-1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide', 'Danusertib [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3607,Ranexa,"('Ranolazine', 'Rs 43285-003', 'Ranexa', 'N-(2,6-dimethylphenyl)-2-(4-(2-hydroxy-3-(2-methoxyphenoxy)propyl)piperazin-1-yl)acetamide', 'N-(2,6-dimethylphenyl)-2-[4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl]acetamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3608,Artefenomel,"('Artefenomel', ""Cis-4-[2-[4-(dispiro[cyclohexane-1,3'-[1,2,4]trioxolane-5',2''-tricyclo[3.3.1.1(3,7)]decan]-4-yl)phenoxy]ethyl]morpholine methanesulfonate;cis-4-[2-[4-(dispiro[cyclohexane-1,3'-[1,2,4]trioxolane-5',2''-tricyclo[3.3.1.1(3,7)]decan]-4-yl)phenoxy]ethyl]morpholine methanesulfonate"", 'Artefenomel [inn]', 'Oz 439', ""Cis-adamantane-2-spiro-3'-8'-(4'-(2'-(4'-morpholinyl)ethoxy)phenyl)-1',2,'4'-trioxaspiro(4.5)decane"")",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3609,Molsidomine,"('Molsidomine', 'Morsydomine', 'Molsidomin', '(z)-5-(ethoxycarbonylimino)-3-morpholino-5h-1,2,3-oxadiazol-3-ium-2-ide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3610,Limonene,"('Limonene', '(s)-limonene', '(s)-1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene', '(4s)-limonene', 'S-limonene')","['Home maintenance', 'Cleaning products and household care', 'Vehicle', 'Cleaning and safety', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3611,Benzenepropanoic acid,"('Hydrocinnamic acid', 'Benzenepropanoic acid', 'Benzylacetic acid', 'Dihydrocinnamic acid', 'Benzenepropionic acid')",[],,"['FOOD', 'PERSONAL CARE', 'MEDICAL']",['INFO'],"['FOOD', 'PERSONAL CARE', 'MEDICAL']","['INDUSTRIAL', 'PERSONAL CARE', 'FOOD']"
3612,Gallocatechol,"('Epigallocatechin', 'Epigallocatechol', 'Antiscurvy factor c2', 'Epi-gallocatechin', 'Gallocatechol')",[],,['FOOD'],['INFO'],['FOOD'],['FOOD']
3613,Gallocatechin,"('Gallocatechin', '(2s,3r)-2-(3,4,5-trihydroxyphenyl)chroman-3,5,7-triol', '(2s,3r)-gallocatechin', 'Ent-gallocatechin', '(2s,3r)-2-(3,4,5-trihydroxyphenyl)chromane-3,5,7-triol')",[],,['FOOD'],['FOOD'],['FOOD'],['INFO']
3614,"Pregnane-3,20-dione","('Allopregnandione', 'Allopregnan-3,20-dione', 'Pregnane-3,20-dione', 'Pregnane-3,20-dione, (5a)-', '(5s,8r,9s,10s,13s,14s,17s)-17-acetyl-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one')",[],,['INFO'],['ENDOGENOUS'],['INFO'],"['ENDOGENOUS', 'FOOD']"
3615,Triapine,"('Triapine', '[(e)-(3-aminopyridin-2-yl)methylideneamino]thiourea', 'Pan 811', 'Hydrazinecarbothioamide, 2-[(3-amino-2-pyridinyl)methylene]-, (e)-', '[(e)-(3-amino-2-pyridyl)methyleneamino]thiourea')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3616,Tozadenant,"('Tozadenant', 'Ro-4494351000', 'Ro-4494351-002', 'Tozadenant [usan:inn]', 'Tozadenant (usan)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3617,Eusolex 9020,"('Avobenzone', 'Parsol 1789', 'Butyl methoxydibenzoylmethane', 'Escalol 517', 'Eusolex 9020')",['Personal care'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE']
3618,"Benzene-1,2-dicarboxylic acid","('Phthalic acid', 'Benzene-1,2-dicarboxylic acid', 'O-phthalic acid', 'Pathalic acid', 'O-dicarboxybenzene')",['Cleaning products and household care'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
3619,Moventig,"('Naloxegol (oxalate)', 'Naloxegol', 'Movantik', '(4r,4as,7s,7ar,12bs)-7-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]-3-prop-2-enyl-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,9-diol', 'Moventig')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3620,Zerit,"('Stavudine', 'D4t', 'Sanilvudine', 'Zerit', 'Stavudinum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3621,Pitocin,"('Oxytocin (acetate)', 'α-hypophamine acetate', 'Oxytocic hormone acetate', 'Pitocin', 'Endopituitrina')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']"
3622,Protirelin,"('Protirelin (acetate)', 'Thyrotropin-releasing-hormone (acetate)', 'Protirelin', 'Thyroliberin', 'Lopremone')",[],,"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'MEDICAL']"
3623,Berenil,"('Diminazene (aceturate)', 'Diminazene (diaceturate)', 'Berenil', 'Diminazenum', 'Diminazeno')",[],,['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO']
3624,Taurine,"('Taurine', 'Ethanesulfonic acid, 2-amino-', 'Tauphon', 'O-due', 'Taufon')","['Pet care', 'Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD']"
3625,Meticorten,"('Prednisone', 'Dehydrocortisone', 'Decortin', 'Deltasone', 'Meticorten')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3626,Toyocamycin,"('Toyocamycin', 'Vengicide', 'Antibiotic 1037', 'Siromycin', 'Cyanotubericidin')",[],,"['INDUSTRIAL', 'MEDICAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
3627,Epothilone d,"('Epothilone d', 'Desoxyepothilone b', 'Epothilon d', 'Oxacyclohexadec-13-ene-2,6-dione, 4,8-dihydroxy-5,5,7,9,13-pentamethyl-16-[(1e)-1-methyl-2-(2-methyl-4-thiazolyl)ethenyl]-, (4s,7r,8s,9s,13z,16s)-', '(4s,7r,8s,9s,16s,z)-4,8-dihydroxy-5,5,7,9,13-pentamethyl-16-((e)-1-(2-methylthiazol-4-yl)prop-1-en-2-yl)oxacyclohexadec-13-ene-2,6-dione')",[],,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
3628,Lotrel,"('Benazepril (hydrochloride)', 'Benazepril', 'Benazeprilum [latin]', 'Benazeprilum', 'Lotrel')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3629,Talmon,"('Maltol', 'Larixinic acid', 'Palatone', 'Talmon', 'Larixic acid')","['Cleaning products and household care', 'Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO'],['INFO']
3630,Nesolicaftor,"('Nesolicaftor', 'Nesolicaftor (usan)', 'Nesolicaftor [usan]', 'N-[3-[5-[(1r)-1-hydroxyethyl]-1,3,4-oxadiazol-2-yl]cyclobutyl]-3-phenyl-1,2-oxazole-5-carboxamide', 'Nesolicitor')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3631,Xepi,"('Ozenoxacin', 'Xepi', 'T 3912', 'Ozenoxacin cream', 'Ozenoxacin [inn:jan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3632,Ropsacitinib,"('Tyk2-in-8', 'Ropsacitinib', 'Trans-3-(cyanomethyl)-3-(4-(6-(1-methyl-1h-pyrazol-4-yl)pyrazolo[1,5-a]pyrazin-4-yl)-1h-pyrazol-1-yl)cyclobutanecarbonitrile', 'Ropsacitinib [usan]', 'Ex-a4020')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
