FEATURE_ID,SOURCE,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
3812,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3813,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3814,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3815,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']","['INDUSTRIAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']"
3816,PUBMED,"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],['INFO'],['INFO']
3817,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL', 'PERSONAL CARE']"
3818,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'MEDICAL']",['INFO'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL']"
3819,WIKIPEDIA,['INFO'],['INFO'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL']"
3820,WIKIPEDIA,['INFO'],['MEDICAL'],['MEDICAL'],['INFO']
3821,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3822,WIKIPEDIA,"['FOOD', 'MEDICAL']",['INFO'],['INFO'],['INFO']
3823,WIKIPEDIA,['FOOD'],"['FOOD', 'INDUSTRIAL']",['FOOD'],['INFO']
3824,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],"['ENDOGENOUS', 'MEDICAL']"
3825,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3826,WIKIPEDIA,"['FOOD', 'INDUSTRIAL']",['INFO'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3827,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3828,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
3829,WIKIPEDIA,['MEDICAL'],['INFO'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
3830,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3831,WIKIPEDIA,"['INDUSTRIAL', 'PERSONAL CARE']",['INDUSTRIAL'],"['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']"
3832,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3833,WIKIPEDIA,"['MEDICAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'FOOD']",['MEDICAL']
3834,PUBMED,['MEDICAL'],['INFO'],['INFO'],['INFO']
3835,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3836,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS']",['INFO'],"['MEDICAL', 'ENDOGENOUS']",['INFO']
3837,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
3838,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3839,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3840,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3841,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
3842,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL']
3843,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3844,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3845,WIKIPEDIA,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
3846,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3847,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3848,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']",['INFO'],['ENDOGENOUS'],['INFO']
3849,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3850,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3851,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO']
3852,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
3853,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3854,PUBMED,['INFO'],"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']",['INFO']
3855,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3856,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']",['INFO']
3857,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3858,PUBMED,"['MEDICAL', 'INFO']",['FOOD'],['INFO'],['FOOD']
3859,,['INFO'],['MEDICAL'],['INFO'],['INFO']
3860,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3861,WIKIPEDIA,['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
3862,PUBMED,"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS', 'FOOD']",['MEDICAL'],"['MEDICAL', 'FOOD']"
3863,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3864,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
3865,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3866,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3867,PUBMED,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
3868,WIKIPEDIA,['MEDICAL'],['INFO'],['INFO'],['MEDICAL']
3869,WIKIPEDIA,['INDUSTRIAL'],['INFO'],['INFO'],['INFO']
3870,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
3871,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3872,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3873,WIKIPEDIA,"['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']",['FOOD']
3874,WIKIPEDIA,"['FOOD', 'ENDOGENOUS', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3875,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
3876,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3877,PUBMED,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
3878,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'INDUSTRIAL']","['INDUSTRIAL', 'ENDOGENOUS', 'MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']"
3879,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3880,WIKIPEDIA,"['FOOD', 'INDUSTRIAL']",['INFO'],"['FOOD', 'INDUSTRIAL']",['INFO']
3881,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3882,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
3883,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
3884,WIKIPEDIA,"['INFO', 'MEDICAL']",['INFO'],['MEDICAL'],['INFO']
3885,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3886,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3887,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3888,WIKIPEDIA,"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3889,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3890,PUBMED,['MEDICAL'],['INFO'],['INFO'],['INFO']
3891,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3892,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['MEDICAL'],['INFO']
3893,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3894,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3895,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
3896,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3897,PUBMED,"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']"
3898,WIKIPEDIA,['INFO'],['FOOD'],['INFO'],['INFO']
3899,,['INFO'],['MEDICAL'],['INFO'],['MEDICAL']
3900,WIKIPEDIA,['ENDOGENOUS'],['ENDOGENOUS'],['INFO'],['ENDOGENOUS']
3901,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
3902,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3903,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3904,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3905,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3906,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3907,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3908,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3909,WIKIPEDIA,"['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO']
3910,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3911,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3912,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS']",['INFO'],['INFO'],['INFO']
3913,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3914,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3915,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
3916,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3917,PUBMED,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL'],['MEDICAL']
3918,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3919,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3920,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3921,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3922,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3923,WIKIPEDIA,"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'PERSONAL CARE']"
3924,PUBMED,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
3925,PUBMED,"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
3926,WIKIPEDIA,"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'MEDICAL', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
3927,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3928,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3929,WIKIPEDIA,"['FOOD', 'MEDICAL', 'PERSONAL CARE']",['FOOD'],"['FOOD', 'MEDICAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
3930,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3931,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3932,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3933,PUBMED,['INFO'],['INFO'],['INFO'],['INDUSTRIAL']
3934,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3935,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3936,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3937,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3938,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3939,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']",['MEDICAL']
3940,PUBMED,"['MEDICAL', 'ENDOGENOUS']",['MEDICAL'],['MEDICAL'],['MEDICAL']
3941,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],"['MEDICAL', 'ENDOGENOUS', 'FOOD']"
3942,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3943,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3944,PUBMED,['INFO'],['MEDICAL'],['INFO'],['INFO']
3945,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3946,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3947,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3948,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
3949,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3950,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3951,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3952,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3953,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3954,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],"['MEDICAL', 'FOOD']"
3955,PUBMED,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
3956,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3957,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3958,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3959,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3960,WIKIPEDIA,"['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']",['MEDICAL'],['MEDICAL']
3961,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],"['MEDICAL', 'INDUSTRIAL']"
3962,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3963,WIKIPEDIA,"['FOOD', 'MEDICAL', 'INDUSTRIAL']",['FOOD'],"['MEDICAL', 'FOOD', 'INDUSTRIAL']",['INFO']
3964,WIKIPEDIA,['INFO'],['INFO'],"['MEDICAL', 'ENDOGENOUS', 'FOOD', 'INDUSTRIAL']",['INFO']
3965,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']"
3966,WIKIPEDIA,['INFO'],['INFO'],['MEDICAL'],['INFO']
3967,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3968,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3969,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3970,WIKIPEDIA,"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['ENDOGENOUS']
3971,WIKIPEDIA,"['FOOD', 'ENDOGENOUS']",['FOOD'],['FOOD'],['INFO']
3972,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3973,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3974,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3975,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
3976,PUBMED,['ENDOGENOUS'],['ENDOGENOUS'],['INFO'],"['ENDOGENOUS', 'MEDICAL', 'PERSONAL CARE']"
3977,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3978,WIKIPEDIA,"['INDUSTRIAL', 'FOOD']","['INDUSTRIAL', 'FOOD']","['FOOD', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE']"
3979,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3980,PUBMED,['INDUSTRIAL'],['INFO'],['INFO'],['INFO']
3981,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],['ENDOGENOUS'],"['ENDOGENOUS', 'MEDICAL']"
3982,PUBMED,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
3983,WIKIPEDIA,"['FOOD', 'ENDOGENOUS']",['INFO'],"['ENDOGENOUS', 'FOOD', 'INDUSTRIAL']",['INFO']
3984,WIKIPEDIA,"['FOOD', 'PERSONAL CARE']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3985,PUBMED,['INFO'],['INFO'],['INFO'],"['FOOD', 'PERSONAL CARE']"
3986,PUBMED,['INFO'],['INFO'],['MEDICAL'],['INFO']
3987,PUBMED,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']",['INFO']
3988,PUBMED,['INFO'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']",['INFO']
3989,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
3990,WIKIPEDIA,"['MEDICAL', 'FOOD', 'INFO']","['FOOD', 'MEDICAL']",['INFO'],"['MEDICAL', 'PERSONAL CARE']"
3991,PUBMED,['INFO'],['INFO'],"['MEDICAL', 'PERSONAL CARE']",['INFO']
3992,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3993,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3994,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3995,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3996,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3997,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3998,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3999,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4000,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4001,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4002,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4003,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4004,PUBMED,['ENDOGENOUS'],['ENDOGENOUS'],['INFO'],['INFO']
4005,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
4006,PUBMED,['MEDICAL'],['INFO'],['INFO'],['MEDICAL']
4007,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4008,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS']",['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']",['INFO']
4009,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4010,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4011,WIKIPEDIA,['INFO'],['MEDICAL'],['INFO'],['MEDICAL']
4012,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4013,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4014,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4015,WIKIPEDIA,"['MEDICAL', 'PERSONAL CARE']",['PERSONAL CARE'],['PERSONAL CARE'],"['MEDICAL', 'PERSONAL CARE']"
4016,WIKIPEDIA,['MEDICAL'],['INFO'],"['MEDICAL', 'PERSONAL CARE']",['MEDICAL']
4017,WIKIPEDIA,"['FOOD', 'MEDICAL']",['FOOD'],"['MEDICAL', 'FOOD']","['MEDICAL', 'PERSONAL CARE']"
4018,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4019,WIKIPEDIA,['MEDICAL'],['INFO'],['INFO'],['INFO']
4020,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4021,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4022,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4023,WIKIPEDIA,"['MEDICAL', 'FOOD', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'PERSONAL CARE']",['INFO']
4024,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
4025,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
4026,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
4027,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4028,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4029,WIKIPEDIA,"['INFO', 'MEDICAL']",['INFO'],['MEDICAL'],['MEDICAL']
4030,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4031,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4032,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4033,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4034,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4035,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4036,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4037,WIKIPEDIA,"['FOOD', 'MEDICAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INFO']",['INFO']
4038,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4039,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4040,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4041,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4042,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4043,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
4044,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4045,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],['INDUSTRIAL'],"['INDUSTRIAL', 'PERSONAL CARE']"
4046,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
4047,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
4048,PUBMED,"['MEDICAL', 'INFO']","['MEDICAL', 'FOOD']",['INFO'],['INFO']
4049,WIKIPEDIA,['FOOD'],['FOOD'],['FOOD'],"['FOOD', 'PERSONAL CARE', 'MEDICAL', 'INDUSTRIAL']"
4050,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
4051,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4052,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4053,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4054,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4055,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
4056,WIKIPEDIA,['MEDICAL'],['INFO'],['INFO'],['INFO']
4057,WIKIPEDIA,"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
4058,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']",['INFO'],['INDUSTRIAL'],['INFO']
4059,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4060,WIKIPEDIA,"['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']","['PERSONAL CARE', 'INDUSTRIAL']"
4061,WIKIPEDIA,['INFO'],['INFO'],['MEDICAL'],['MEDICAL']
4062,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
4063,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
